firm_id,list_year,fiscal_year,rank,tie,state,revenue_usd,residential_installs,commercial_installs,employees,pct_rmr,rev_per_employee_usd,revenue_band,years_in_business,business_outlook,verified_by_publisher,outlier_excluded_from_excl_metrics
F0156,2021,2020,79,N,NY,4077775,31,84,21,0.17,194180,d. $3M-5M,20,,,N
F0070,2021,2020,80,N,IN,4019431,99,7,23,0.01,174758,d. $3M-5M,21,,,N
F0072,2021,2020,81,N,AZ,4011798,65,10,22,0.05,182354,d. $3M-5M,20,,,N
F0162,2021,2020,82,N,MO,3959915,78,10,18,0,219995,d. $3M-5M,13,,,N
F0290,2021,2020,83,N,CA,3947008,40,5,21,0.01,187953,d. $3M-5M,15,,,N
F0090,2021,2020,84,N,PA,3857274,340,12,19,0.3,203014,d. $3M-5M,39,,,N
F0257,2021,2020,85,N,MN,3814318,107,58,19,0.05,200754,d. $3M-5M,9,,,N
F0191,2021,2020,86,N,MI,3801620,50,0,18,0,211201,d. $3M-5M,13,,,N
F0139,2021,2020,87,N,OH,3800000,200,35,19,0.02,200000,d. $3M-5M,67,,,N
F0284,2021,2020,88,N,TX,3791208,270,34,15,0.05,252747,d. $3M-5M,2,,,N
F0243,2021,2020,89,N,IN,3700359,800,55,10,0.01,370036,d. $3M-5M,22,,,N
F0231,2021,2020,90,N,NY,3500000,60,5,13,0.02,269231,d. $3M-5M,13,,,N
F0268,2021,2020,91,N,CA,3471365,150,2,15,0.01,231424,d. $3M-5M,20,,,N
F0079,2021,2020,92,N,FL,3450000,37,3,19,0,181579,d. $3M-5M,16,,,N
F0111,2021,2020,93,N,CA,3350000,45,5,15,0.02,223333,d. $3M-5M,40,,,N
F0078,2021,2020,94,N,CA,3227203,3220,68,25,0.15,129088,d. $3M-5M,40,,,N
F0214,2021,2020,95,N,FL,3199000,76,0,14,0.01,228500,d. $3M-5M,21,,,N
F0263,2021,2020,96,N,NC,3121000,485,70,18,0.4,173389,d. $3M-5M,3,,,N
F0100,2021,2020,97,N,VA,2978288,1279,6,18,0.3,165460,c. $2M-3M,21,,,N
F0291,2021,2020,98,N,NC,2817464,160,15,17,0.03,165733,c. $2M-3M,11,,,N
F0292,2021,2020,99,N,AZ,2700000,80,20,9,0,300000,c. $2M-3M,46,,,N
F0293,2021,2020,100,N,TX,2528757,400,2,11,0.01,229887,c. $2M-3M,14,,,N
F0131,2022,2021,1,N,FL,5307000000,,,20000,0.82,265350,g. $25M+,147,,,Y
F0135,2022,2021,2,N,UT,1480000000,,,11000,0.915,134545,g. $25M+,23,,,Y
F0001,2022,2021,3,N,PA,173806770,21749,3149,701,0.802,247941,g. $25M+,72,,,Y
F0269,2022,2021,4,N,AZ,147036931,37,4080,350,0.05,420106,g. $25M+,30,,,Y
F0004,2022,2021,5,N,CA,134924000,2370,110,95,0,1420253,g. $25M+,41,,,N
F0101,2022,2021,6,N,IL,96000000,16000,500,143,0.03,671329,g. $25M+,86,,,N
F0221,2022,2021,7,N,IL,91000000,185,160,250,0.05,364000,g. $25M+,25,,,N
F0270,2022,2021,8,N,KS,75000000,1500,100,400,0.05,187500,g. $25M+,2,,,N
F0022,2022,2021,9,N,PA,63000000,3665,4,92,0,684783,g. $25M+,43,,,N
F0006,2022,2021,10,N,CA,40690928,18000,4000,290,0.08,140314,g. $25M+,23,,,N
F0174,2022,2021,11,N,NE,27848434,12282,375,64,0,435132,g. $25M+,85,,,N
F0003,2022,2021,12,N,NY,24800000,270,20,90,0.1,275556,f. $10M-25M,46,,,N
F0189,2022,2021,13,N,CA,23540793,105,8,94,0.01,250434,f. $10M-25M,32,,,N
F0271,2022,2021,14,N,UT,18000000,298,10,92,0.05,195652,f. $10M-25M,18,,,N
F0259,2022,2021,15,N,TX,17000000,1200,20,105,0.01,161905,f. $10M-25M,38,,,N
F0010,2022,2021,16,N,NY,16557297,250,0,49,0.04,337904,f. $10M-25M,39,,,N
F0029,2022,2021,17,N,AZ,13819600,3442,6,60,0.08,230327,f. $10M-25M,22,,,N
F0273,2022,2021,18,N,TN,12229737,1000,35,28,0.01,436776,f. $10M-25M,45,,,N
F0041,2022,2021,19,N,IN,12080646,283,11,48,0,251680,f. $10M-25M,25,,,N
F0007,2022,2021,20,N,FL,11900000,367,10,56,0,212500,f. $10M-25M,34,,,N
F0151,2022,2021,21,N,FL,11694000,3630,10,50,0.83,233880,f. $10M-25M,20,,,N
F0155,2022,2021,22,N,TX,11487921,53,4,35,0.05,328226,f. $10M-25M,19,,,N
F0235,2022,2021,23,N,CA,11487541,3200,0,65,0.1,176731,f. $10M-25M,8,,,N
F0285,2022,2021,24,N,UT,11284154,20,450,27,0.01,417932,f. $10M-25M,69,,,N
F0294,2022,2021,25,N,CA,11223995,6249,5,80,0.1,140300,f. $10M-25M,32,,,N
F0149,2022,2021,26,N,FL,10900000,150,25,52,0.01,209615,f. $10M-25M,27,,,N
F0202,2022,2021,27,N,AL,10600000,450,20,60,0.05,176667,f. $10M-25M,16,,,N
F0051,2022,2021,28,N,CA,9900832,85,3,44,0.03,225019,e. $5M-10M,30,,,N
F0112,2022,2021,29,N,IL,9846093,1422,212,62,0.1,158808,e. $5M-10M,29,,,N
F0272,2022,2021,30,N,CA,9800000,165,6,36,0.2,272222,e. $5M-10M,13,,,N
F0125,2022,2021,31,N,CA,9744692,5500,1,77,0.02,126554,e. $5M-10M,12,,,N
F0200,2022,2021,32,N,FL,9520526,115,8,39,0.005,244116,e. $5M-10M,16,,,N
F0295,2022,2021,33,Y,IL,9500000,1000,25,32,0,296875,e. $5M-10M,15,,,N
F0025,2022,2021,33,Y,NY,9500000,102,0,20,0,475000,e. $5M-10M,35,,,N
F0034,2022,2021,35,N,CA,9105069,71,4,50,0.01,182101,e. $5M-10M,28,,,N
F0277,2022,2021,36,N,AZ,8909124,180,15,27,0,329968,e. $5M-10M,16,,,N
F0113,2022,2021,37,N,NV,8800000,60,15,63,0.01,139683,e. $5M-10M,24,,,N
F0115,2022,2021,38,N,WA,8500000,176,43,33,0.03,257576,e. $5M-10M,16,,,N
F0163,2022,2021,39,N,SC,8200000,192,84,38,0.05,215789,e. $5M-10M,19,,,N
F0028,2022,2021,40,N,TX,8100000,1000,15,41,0.01,197561,e. $5M-10M,47,,,N
F0275,2022,2021,41,N,NC,7780232,67,90,27,0.11,288157,e. $5M-10M,14,,,N
F0289,2022,2021,42,N,FL,7750000,800,200,36,0.2,215278,e. $5M-10M,21,,,N
F0067,2022,2021,43,N,CA,7672291,205,5,22,0,348740,e. $5M-10M,24,,,N
F0296,2022,2021,44,N,TN,7311455,1855,71,51,0.27,143362,e. $5M-10M,54,,,N
F0054,2022,2021,45,N,AR,7034650,325,5,27,0.01,260543,e. $5M-10M,19,,,N
F0250,2022,2021,46,N,CA,6926978,21,0,21,0,329856,e. $5M-10M,9,,,N
F0244,2022,2021,47,N,OR,6805978,61,8,39,0.01,174512,e. $5M-10M,11,,,N
F0251,2022,2021,48,N,NC,6800000,215,72,33,0.06,206061,e. $5M-10M,46,,,N
F0204,2022,2021,49,N,FL,6799663,2700,12,45,0.12,151104,e. $5M-10M,20,,,N
F0232,2022,2021,50,N,CO,6614221,65,6,28,0,236222,e. $5M-10M,18,,,N
F0152,2022,2021,51,N,CO,6521429,62,134,26,0.06,250824,e. $5M-10M,18,,,N
F0297,2022,2021,52,N,AZ,6210000,439,30,33,0.02,188182,e. $5M-10M,11,,,N
F0248,2022,2021,53,N,NY,6170000,890,5,23,0,268261,e. $5M-10M,47,,,N
F0280,2022,2021,54,N,FL,6132990,130,5,26,0.015,235884,e. $5M-10M,20,,,N
F0223,2022,2021,55,Y,OR,6100000,550,80,25,0.02,244000,e. $5M-10M,40,,,N
F0286,2022,2021,55,Y,CA,6100000,300,15,24,0.01,254167,e. $5M-10M,45,,,N
F0274,2022,2021,57,N,VA,5916202,548,5,40,0.04,147905,e. $5M-10M,28,,,N
F0266,2022,2021,58,Y,NY,5900000,125,20,18,0,327778,e. $5M-10M,7,,,N
F0298,2022,2021,58,Y,TX,5900000,81,6,15,0.03,393333,e. $5M-10M,22,,,N
F0032,2022,2021,58,Y,NY,5900000,87,2,24,0,245833,e. $5M-10M,33,,,N
F0049,2022,2021,61,N,TX,5850000,421,6,24,0,243750,e. $5M-10M,30,,,N
F0180,2022,2021,62,N,OH,5809163,250,10,18,0,322731,e. $5M-10M,21,,,N
F0257,2022,2021,63,N,MN,5463613,219,68,25,0.05,218545,e. $5M-10M,10,,,N
F0255,2022,2021,64,N,NY,5422032,107,3,19,0,285370,e. $5M-10M,18,,,N
F0123,2022,2021,65,N,LA,5403525,165,10,14,0.01,385966,e. $5M-10M,15,,,N
F0279,2022,2021,66,N,UT,5357201,105,3,14,0,382657,e. $5M-10M,8,,,N
F0109,2022,2021,67,N,TX,5336000,524,179,32,0.3,166750,e. $5M-10M,34,,,N
F0072,2022,2021,68,N,AZ,5331215,65,10,23,0.05,231792,e. $5M-10M,21,,,N
F0070,2022,2021,69,N,IN,5257868,119,16,26,0.05,202226,e. $5M-10M,22,,,N
F0166,2022,2021,70,N,MA,5114751,242,49,20,0.05,255738,e. $5M-10M,25,,,N
F0299,2022,2021,71,N,NC,4992080,400,4,24,0.03,208003,d. $3M-5M,28,,,N
F0190,2022,2021,72,N,VA,4912564,120,12,41,0.05,119819,d. $3M-5M,47,,,N
F0300,2022,2021,73,N,NC,4900000,292,28,16,0.07,306250,d. $3M-5M,53,,,N
F0281,2022,2021,74,N,CA,4799334,350,12,20,0.005,239967,d. $3M-5M,21,,,N
F0252,2022,2021,75,N,CA,4708000,684,93,28,0.04,168143,d. $3M-5M,8,,,N
F0208,2022,2021,76,N,GA,4700000,120,10,15,0.05,313333,d. $3M-5M,15,,,N
F0181,2022,2021,77,N,VA,4615070,1190,336,30,0.05,153836,d. $3M-5M,20,,,N
F0162,2022,2021,78,N,MO,4510470,78,10,18,0,250582,d. $3M-5M,13,,,N
F0267,2022,2021,79,N,PA,4476032,100,6,12,0.02,373003,d. $3M-5M,17,,,N
F0088,2022,2021,80,N,NJ,4450000,29,48,14,0.2,317857,d. $3M-5M,35,,,N
F0206,2022,2021,81,N,PA,4399943,300,100,16,0,274996,d. $3M-5M,73,,,N
F0243,2022,2021,82,N,IN,4398521,700,35,10,0.01,439852,d. $3M-5M,23,,,N
F0278,2022,2021,83,N,TX,4372374,20,1,22,0.02,198744,d. $3M-5M,7,,,N
F0090,2022,2021,84,N,PA,4346810,248,11,20,0.22,217340,d. $3M-5M,40,,,N
F0191,2022,2021,85,N,MI,4341622,80,0,18,0,241201,d. $3M-5M,14,,,N
F0301,2022,2021,86,N,FL,4300000,120,5,19,0,226316,d. $3M-5M,23,,,N
F0254,2022,2021,87,N,MT,4284000,38,3,19,0.04,225474,d. $3M-5M,21,,,N
F0079,2022,2021,88,N,FL,4100000,100,2,18,0.06,227778,d. $3M-5M,20,,,N
F0302,2022,2021,89,N,MD,3957510,40,0,20,0.007,197876,d. $3M-5M,15,,,N
F0139,2022,2021,90,N,OH,3800000,200,35,19,0.02,200000,d. $3M-5M,68,,,N
F0231,2022,2021,91,N,NY,3700000,60,5,13,0.02,284615,d. $3M-5M,13,,,N
F0293,2022,2021,92,N,TX,3668598,400,2,12,0.01,305716,d. $3M-5M,15,,,N
F0263,2022,2021,93,N,NC,3612810,436,84,22,0.3,164219,d. $3M-5M,4,,,N
F0303,2022,2021,94,N,SC,3550000,75,6,10,0.02,355000,d. $3M-5M,16,,,N
F0291,2022,2021,95,N,NC,3487747,152,9,19,0.03,183566,d. $3M-5M,12,,,N
F0078,2022,2021,96,N,CA,3438936,3815,42,26,0.12,132267,d. $3M-5M,41,,,N
F0283,2022,2021,97,N,NC,3413836,62,3,15,0.03,227589,d. $3M-5M,14,,,N
F0214,2022,2021,98,N,FL,3387000,76,0,14,0.01,241929,d. $3M-5M,22,,,N
F0111,2022,2021,99,N,CA,3350000,45,5,15,0.18,223333,d. $3M-5M,40,,,N
F0100,2022,2021,100,N,VA,3253268,1325,4,17,0.27,191369,d. $3M-5M,22,,,N
F0131,2023,2022,1,N,FL,6395000000,,,22000,0.72,290682,g. $25M+,148,Up 3%-7%,,Y
F0001,2023,2022,2,N,PA,181780721,29475,2911,670,0.76,271315,g. $25M+,73,Flat,,Y
F0004,2023,2022,3,N,CA,146859000,2395,115,96,0,1529781,g. $25M+,42,Up 15%,,N
F0101,2023,2022,4,N,IL,98000000,16000,500,143,0.22,685315,g. $25M+,87,Up 8%-10%,,N
F0270,2023,2022,5,N,KS,85000000,15150,110,312,0.05,272436,g. $25M+,3,Up 5%,,N
F0022,2023,2022,6,N,PA,52600000,1676,5,92,0,571739,g. $25M+,44,Up 8%,,N
F0174,2023,2022,7,N,NE,28673994,13898,350,65,0,441138,g. $25M+,86,Up 12%,,N
F0003,2023,2022,8,N,NY,25500000,330,30,95,0.1,268421,g. $25M+,47,Up 6%-7%,,N
F0189,2023,2022,9,N,CA,22797894,102,8,94,0.04,242531,f. $10M-25M,33,Up 5%,,N
F0259,2023,2022,10,N,TX,19200000,1200,20,110,0.01,174545,f. $10M-25M,40,Up 10%,,N
F0010,2023,2022,11,N,NY,17453073,250,0,50,0.09,349061,f. $10M-25M,41,Up 2%,,N
F0029,2023,2022,12,N,AZ,17405212,4131,6,62,0.14,280729,f. $10M-25M,23,Down 10%,,N
F0285,2023,2022,13,N,UT,16759099,25,475,30,0.01,558637,f. $10M-25M,70,Flat,,N
F0161,2023,2022,14,N,MI,14750000,2500,0,130,0.01,113462,f. $10M-25M,48,Up 10%.,,N
F0151,2023,2022,15,N,FL,14406000,4318,18,50,0.08,288120,f. $10M-25M,22,Down 5%,,N
F0294,2023,2022,16,N,CA,14189460,5755,65,85,0.07,166935,f. $10M-25M,33,Down 25%-35%,,N
F0202,2023,2022,17,N,AL,13750000,500,20,70,0.05,196429,f. $10M-25M,17,Flat,,N
F0041,2023,2022,18,N,IN,13456178,294,7,53,0,253890,f. $10M-25M,26,Up 12%,,N
F0273,2023,2022,19,N,TN,13206287,1000,31,27,0.01,489122,f. $10M-25M,46,Up 10%,,N
F0112,2023,2022,20,N,IL,12772986,1992,229,72,0.1,177403,f. $10M-25M,30,Up 10%,,N
F0277,2023,2022,21,N,AZ,12104496,200,15,44,0,275102,f. $10M-25M,17,Up 15%,,N
F0158,2023,2022,22,N,CO,12058000,150,200,40,0.03,301450,f. $10M-25M,21,Up 12%,,N
F0295,2023,2022,23,Y,IL,12000000,1100,35,35,0.03,342857,f. $10M-25M,16,Up by 10%,,N
F0007,2023,2022,23,Y,FL,12000000,297,10,54,0,222222,f. $10M-25M,37,Up 5%,,N
F0034,2023,2022,25,N,CA,11905069,89,3,55,0.01,216456,f. $10M-25M,29,Up 15%,,N
F0235,2023,2022,26,N,CA,11782208,3200,0,65,0.1,181265,f. $10M-25M,10,Down 15%,,N
F0051,2023,2022,27,N,CA,11700000,90,2,46,0.02,254348,f. $10M-25M,31,Up,,N
F0200,2023,2022,28,N,FL,11601013,136,14,47,0.01,246830,f. $10M-25M,18,Up 5%,,N
F0149,2023,2022,29,N,FL,11359000,150,25,52,0.01,218442,f. $10M-25M,27,Up 10%,,N
F0115,2023,2022,30,N,WA,11315010,178,47,48,0.03,235729,f. $10M-25M,17,Up 10%,,N
F0163,2023,2022,31,N,SC,11000000,205,116,45,0.03,244444,f. $10M-25M,20,Up 10%,,N
F0272,2023,2022,32,N,CA,10100000,165,6,42,0.25,240476,f. $10M-25M,14,Up 20%,,N
F0113,2023,2022,33,N,NV,9900000,60,15,63,0.01,157143,e. $5M-10M,24,Up 5%,,N
F0025,2023,2022,34,N,NY,9720000,105,0,20,0,486000,e. $5M-10M,36,Flat,,N
F0127,2023,2022,35,N,MA,9200000,165,15,35,0.02,262857,e. $5M-10M,49,Up 15%,,N
F0289,2023,2022,36,N,FL,9065413,800,200,46,0.2,197074,e. $5M-10M,23,Up 25%,,N
F0054,2023,2022,37,N,AR,8969504,325,5,30,0.01,298983,e. $5M-10M,21,Up 10%,,N
F0028,2023,2022,38,N,TX,8700000,1000,15,42,0.01,207143,e. $5M-10M,48,Flat,,N
F0067,2023,2022,39,N,CA,8431592,155,4,24,0,351316,e. $5M-10M,25,Up 10%,,N
F0296,2023,2022,40,N,TN,8232000,1911,74,53,0.37,155321,e. $5M-10M,55,Flat,,N
F0204,2023,2022,41,N,FL,7908976,2900,15,48,0.08,164770,e. $5M-10M,21,Up 10%,,N
F0246,2023,2022,42,N,NY,7800000,60,4,35,0.04,222857,e. $5M-10M,12,Up 20%,,N
F0070,2023,2022,43,N,IN,7449748,151,19,35,0.05,212850,e. $5M-10M,23,Flat,,N
F0298,2023,2022,44,N,TX,7397209,81,6,15,0.03,493147,e. $5M-10M,22,Up 15%,,N
F0168,2023,2022,45,N,TX,7200000,70,50,15,0.15,480000,e. $5M-10M,23,Flat,,N
F0152,2023,2022,46,N,CO,7121429,68,122,29,0.06,245567,e. $5M-10M,19,Up 10%,,N
F0232,2023,2022,47,N,CO,7062886,150,20,35,0.01,201797,e. $5M-10M,19,Up 5%,,N
F0266,2023,2022,48,N,NY,6875000,125,20,24,0.03,286458,e. $5M-10M,8,Up 36 %,,N
F0279,2023,2022,49,N,UT,6828460,105,3,18,0,379359,e. $5M-10M,10,Up 3%-5%,,N
F0251,2023,2022,50,Y,NC,6800000,215,72,33,0.06,206061,e. $5M-10M,46,Up 5%,,N
F0304,2023,2022,50,Y,TX,6800000,,15,23,0.01,295652,e. $5M-10M,20,Flat,,N
F0248,2023,2022,52,N,NY,6780500,950,5,23,0,294804,e. $5M-10M,48,Flat,,N
F0223,2023,2022,53,N,OR,6500000,550,80,28,0.02,232143,e. $5M-10M,42,Flat,,N
F0278,2023,2022,54,N,TX,6415486,20,2,28,0.01,229124,e. $5M-10M,8,Up 5%,,N
F0244,2023,2022,55,N,AZ,6374233,96,6,37,0.01,172277,e. $5M-10M,12,Up 20%,,N
F0305,2023,2022,56,N,MD,6206418,146,161,25,0.04,248257,e. $5M-10M,20,Up 10%,,N
F0255,2023,2022,57,N,NY,6126896,126,2,18,0,340383,e. $5M-10M,19,Up 20%,,N
F0299,2023,2022,58,N,NC,6011947,400,10,25,0.05,240478,e. $5M-10M,30,Down 10%,,N
F0297,2023,2022,59,N,AZ,5980000,345,20,35,0.02,170857,e. $5M-10M,12,Up 20%,,N
F0049,2023,2022,60,N,TX,5751146,351,6,20,0,287557,e. $5M-10M,30,Flat,,N
F0257,2023,2022,61,N,MN,5732656,222,71,30,0.02,191089,e. $5M-10M,12,Up 15%,,N
F0301,2023,2022,62,N,FL,5700000,120,5,28,0,203571,e. $5M-10M,23,Down 3%,,N
F0180,2023,2022,63,N,OH,5692064,250,10,18,0,316226,e. $5M-10M,22,Flat,,N
F0162,2023,2022,64,N,MO,5680982,73,10,18,0,315610,e. $5M-10M,15,Up 10%,,N
F0302,2023,2022,65,N,MD,5649300,40,0,23,0.01,245622,e. $5M-10M,16,Up 10%,,N
F0250,2023,2022,66,N,CA,5359152,23,0,18,0,297731,e. $5M-10M,10,Flat,,N
F0254,2023,2022,67,N,MT,5317978,31,2,20,0.03,265899,e. $5M-10M,22,Up 8%,,N
F0166,2023,2022,68,N,MA,5276868,296,65,25,0.05,211075,e. $5M-10M,27,Up 15 %,,N
F0102,2023,2022,69,N,CA,5255594,55,0,23,0.01,228504,e. $5M-10M,31,Flat,,N
F0123,2023,2022,70,N,LA,5229024,345,28,18,0.1,290501,e. $5M-10M,20,Flat,,N
F0090,2023,2022,71,N,PA,5177022,312,18,22,0.2,235319,e. $5M-10M,41,Flat,,N
F0208,2023,2022,72,Y,GA,5100000,130,12,14,0.07,364286,e. $5M-10M,16,Up 10%,,N
F0032,2023,2022,72,Y,NY,5100000,87,2,20,0,255000,e. $5M-10M,34,Up 20%,,N
F0293,2023,2022,74,N,TX,4959667,400,2,12,0.01,413306,d. $3M-5M,16,Flat,,N
F0300,2023,2022,75,N,NC,4952000,1980,465,21,0.07,235810,d. $3M-5M,53,Up 10%,,N
F0079,2023,2022,76,N,FL,4950000,40,0,18,0,275000,d. $3M-5M,20,Up 20%,,N
F0281,2023,2022,77,N,CA,4799334,350,12,20,0.01,239967,d. $3M-5M,21,Up 20%,,N
F0045,2023,2022,78,N,NY,4757705,45,0,8,0,594713,d. $3M-5M,30,Flat,,N
F0252,2023,2022,79,N,CA,4739714,271,87,30,0.05,157990,d. $3M-5M,9,Up 20%,,N
F0267,2023,2022,80,N,PA,4599385,100,6,12,0.02,383282,d. $3M-5M,17,Up 5%,,N
F0243,2023,2022,81,N,IN,4543455,1300,50,12,0.01,378621,d. $3M-5M,26,Up 5%,,N
F0306,2023,2022,82,N,ID,4500379,255,17,22,0.18,204563,d. $3M-5M,13,Up 20%-25%,,N
F0307,2023,2022,83,N,PA,4306335,21,5,19,0.07,226649,d. $3M-5M,21,Up 25%,,N
F0213,2023,2022,84,N,AR,4255805,305,31,23,0.04,185035,d. $3M-5M,16,Up 10%,,N
F0263,2023,2022,85,N,NC,4248310,416,98,23,0.2,184709,d. $3M-5M,5,Up 10%-20%,,N
F0283,2023,2022,86,N,NC,4159490,56,2,14,0.02,297106,d. $3M-5M,15,Flat,,N
F0231,2023,2022,87,N,NY,4100000,60,5,13,0.02,315385,d. $3M-5M,13,Flat,,N
F0291,2023,2022,88,N,NC,4017312,134,13,22,0.03,182605,d. $3M-5M,13,Up 20%,,N
F0072,2023,2022,89,N,AZ,3970328,75,10,20,0.05,198516,d. $3M-5M,22,Up 10%,,N
F0088,2023,2022,90,N,NJ,3938000,26,43,13,0.15,302923,d. $3M-5M,36,Up 10 %,,N
F0139,2023,2022,91,N,OH,3900000,225,35,19,0,205263,d. $3M-5M,69,Up 10%-15%,,N
F0303,2023,2022,92,N,SC,3725000,30,1,10,0.01,372500,d. $3M-5M,17,Up 2%-3%,,N
F0191,2023,2022,93,N,MI,3667498,70,0,19,0,193026,d. $3M-5M,15,Up 10%,,N
F0111,2023,2022,94,N,CA,3600000,45,5,15,0.2,240000,d. $3M-5M,40,Up 10%,,N
F0308,2023,2022,95,N,AZ,3581516,40,75,21,0.01,170548,d. $3M-5M,34,Flat,,N
F0309,2023,2022,96,N,CA,3464208,60,1,17,0,203777,d. $3M-5M,20,Flat,,N
F0206,2023,2022,97,N,PA,3297809,300,100,16,0,206113,d. $3M-5M,74,Up 10%,,N
F0310,2023,2022,98,N,OH,3294994,166,21,10,0.14,329499,d. $3M-5M,19,Up 15%,,N
F0311,2023,2022,99,N,CO,3079203,73,5,12,0,256600,d. $3M-5M,10,Up 20%-25%,,N
F0312,2023,2022,100,N,NC,2950000,88,110,4,0.06,737500,c. $2M-3M,16,Up 15%,,N
F0131,2024,2023,1,N,FL,448470000,,,14300,0.84,31362,g. $25M+,150,Flat,,Y
F0001,2024,2023,2,N,PA,188882195,27069,1915,676,0.739,279412,g. $25M+,74,Up 4%,,Y
F0004,2024,2023,3,N,CA,149950000,2285,120,98,0,1530102,g. $25M+,43,Up 10%,,N
F0101,2024,2023,4,N,IL,101000000,23000,800,138,0.05,731884,g. $25M+,88,Up,,N
F0270,2024,2023,5,N,KS,85000000,1500,100,300,0.05,283333,g. $25M+,4,Flat,,N
F0022,2024,2023,6,N,PA,52600000,1676,5,92,0,571739,g. $25M+,44,Up 8%,,N
F0313,2024,2023,7,N,AZ,29054197,11329,307,122,0.04,238149,g. $25M+,20,Up 13%,,N
F0314,2024,2023,8,N,GA,27561204,900,24,167,0.01,165037,g. $25M+,33,N/A,,N
F0003,2024,2023,9,N,NY,26500000,345,35,97,0.1,273196,g. $25M+,48,Up 2%-3%,,N
F0189,2024,2023,10,N,CA,22605238,94,7,93,0.03,243067,f. $10M-25M,34.5,Down 5%,,N
F0202,2024,2023,11,N,AL,18250000,250,20,85,0.03,214706,f. $10M-25M,18,Flat,,N
F0010,2024,2023,12,N,NY,18186452,189,2,50,0.01,363729,f. $10M-25M,42,Steady,,N
F0041,2024,2023,13,N,IN,17287081,346,5,58,0.07,298053,f. $10M-25M,27,Up 7%,,N
F0161,2024,2023,14,N,MI,17000000,2875,0,125,0,136000,f. $10M-25M,49,Flat,,N
F0200,2024,2023,15,N,FL,16348041,118,7,58,,281863,f. $10M-25M,19,Up 5%,,N
F0112,2024,2023,16,N,IL,16264213,1922,592,58,0.12,280417,f. $10M-25M,30,Up 10%,,N
F0259,2024,2023,17,N,TX,16000000,1000,18,120,0.01,133333,f. $10M-25M,41,Down 3%,,N
F0249,2024,2023,18,N,TX,15892586,217,170,60,0.02,264876,f. $10M-25M,10,Up 25%,,N
F0151,2024,2023,19,N,FL,14406000,2998,20,48,0.08,300125,f. $10M-25M,23,Up 5%,,N
F0034,2024,2023,20,N,CA,14069050,125,2,58,0.01,242570,f. $10M-25M,30,Up 10%,,N
F0277,2024,2023,21,N,AZ,13745522,150,10,53,0,259349,f. $10M-25M,18,Flat,,N
F0294,2024,2023,22,N,CA,13303484,6305,62,79,0.08,168399,f. $10M-25M,34,Flat,,N
F0158,2024,2023,23,N,CO,13200000,426,480,46,0,286957,f. $10M-25M,22,Up 14%,,N
F0007,2024,2023,24,N,FL,13000000,175,5,53,0.01,245283,f. $10M-25M,37,Up 8%,,N
F0285,2024,2023,25,N,UT,12655088,30,360,28,0.02,451967,f. $10M-25M,71,Up 5%,,N
F0054,2024,2023,26,N,AR,12161408,400,20,33,0.02,368528,f. $10M-25M,21,Up 15%,,N
F0295,2024,2023,27,N,IL,12000000,1100,35,35,0.03,342857,f. $10M-25M,16,Up 10%,,N
F0163,2024,2023,28,N,SC,11500000,200,75,46,0.06,250000,f. $10M-25M,21,Up 5%,,N
F0115,2024,2023,29,N,WA,11139809,164,52,51,0.03,218428,f. $10M-25M,18,Up 15%,,N
F0272,2024,2023,30,N,NV,10950900,263,25,39,0.39,280792,f. $10M-25M,17,Up 25%,,N
F0113,2024,2023,31,N,NV,10250000,40,5,49,0.01,209184,f. $10M-25M,26,Up 5%,,N
F0025,2024,2023,32,N,NY,10200000,90,0,20,0,510000,f. $10M-25M,37,Up,,N
F0070,2024,2023,33,N,IN,9393950,127,26,41,0.01,229121,e. $5M-10M,25,Flat,,N
F0296,2024,2023,34,N,TN,9342000,1991,189,59,0.39,158339,e. $5M-10M,56,Up,,N
F0127,2024,2023,35,N,MA,9200000,168,19,32,0.02,287500,e. $5M-10M,50,Up 5%,,N
F0315,2024,2023,36,N,TX,8693125,55,175,70,0,124188,e. $5M-10M,9,Up 20%,,N
F0246,2024,2023,37,N,NY,8650000,75,10,36,0.03,240278,e. $5M-10M,13,Flat,,N
F0028,2024,2023,38,N,TX,8400000,600,12,41,0.01,204878,e. $5M-10M,49,Flat,,N
F0155,2024,2023,39,N,TX,8202570,94,14,38,0.03,215857,e. $5M-10M,20,Flat,,N
F0289,2024,2023,40,N,FL,8175000,750,250,49,0.2,166837,e. $5M-10M,41,Up 9.1%,,N
F0204,2024,2023,41,N,FL,8150346,1250,15,42,0.08,194056,e. $5M-10M,22,Up 5%,,N
F0255,2024,2023,42,N,NY,7719890,151,10,23,0.01,335647,e. $5M-10M,20,Up 20%,,N
F0152,2024,2023,43,N,CO,7835894,62,121,28,0.06,279853,e. $5M-10M,20,Up 10%,,N
F0298,2024,2023,44,N,TX,7546000,76,4,15,0.03,503067,e. $5M-10M,23,Up 10%,,N
F0316,2024,2023,45,N,CO,7500000,300,15,20,0,375000,e. $5M-10M,7,Up 7%,,N
F0251,2024,2023,46,N,NC,7396000,333,52,32,0.05,231125,e. $5M-10M,47,Up 4%,,N
F0297,2024,2023,47,N,AZ,7318559,300,15,35,0.02,209102,e. $5M-10M,13,Up 20%,,N
F0302,2024,2023,48,N,MD,7316645,54,1,24,0.01,304860,e. $5M-10M,17,Flat,,N
